linenumber,fec_committee_id,transaction_id,entity_type,organization_name,last_name,first_name,middle_name,prefix,suffix,street_1,street_2,city,state,zip_code,election_code,date,amount,purpose,memo_code,memo_text,cycle
SB23,C00121368,5345012,PAC,VALUE IN ELECTING WOMEN PAC,,,,,,"701 8TH STREET, NW SUITE 500",,Washington,DC,20001,,2022-05-18,5000.0,Contributions to Federal PACS,,Contributions to Federal PACS,2022
SB23,C00121368,5320013,CCM,TEXANS FOR HENRY CUELLAR CONGRESSIONAL CAMPAIGN,,,,,,1519 WASHINGTON STREET Suite 200,,Laredo,TX,78040,,2022-05-05,5000.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5346290,CCM,YVETTE4CONGRESS,,,,,,1111 10TH STREET #404,,Alamogordo,NM,88310,,2022-05-23,2500.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5345053,CCM,EMMER FOR CONGRESS,,,,,,PO BOX 998,,ANOKA,MN,55303,,2022-05-18,2500.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5345060,CCM,FRIENDS FOR GREGORY MEEKS,,,,,,153-01 JAMAICA AVE. SUITE 535,,Jamaica,NY,11432,,2022-05-18,2500.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5345062,CCM,MIKE ROGERS FOR CONGRESS,,,,,,123 EAST 13TH STREET,,Anniston,AL,36201,,2022-05-18,2500.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5345066,CCM,ELISE FOR CONGRESS,,,,,,PO BOX 500,,Glens Falls,NY,12801,,2022-05-18,2500.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5345067,CCM,VALADAO FOR CONGRESS,,,,,,5132 N PALM AVE #227,,FRESNO,CA,93704,,2022-05-18,2500.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5345068,CCM,WEBER FOR CONGRESS,,,,,,1701 BENDING STREAM,,Friendswood,TX,77546,,2022-05-18,2500.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5345056,CCM,NEVADANS FOR STEVEN HORSFORD,,,,,,PO BOX 336664,,North Las Vegas,NV,89033,,2022-05-18,2000.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5345054,CCM,HERN FOR CONGRESS,,,,,,8630 S PEORIA AVENUE,,Tulsa,OK,74132,,2022-05-18,1500.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5345043,CCM,PETE AGUILAR FOR CONGRESS,,,,,,PO BOX 10954,,San Bernardino,CA,92423,,2022-05-18,1500.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5345055,CCM,Ashley Hinson For Congress,,,,,,PO Box 811,,Marion,IA,52302,,2022-05-18,1000.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5345057,CCM,HUIZENGA FOR CONGRESS,,,,,,PO BOX 254,,ZEELAND,MI,49464,,2022-05-18,1000.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5345058,CCM,LATTA FOR CONGRESS,,,,,,PO BOX 106,,BOWLING GREEN,OH,43402,,2022-05-18,1000.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5345059,CCM,Lucas for Congress,,,,,,PO Box 1726,,Oklahoma City,OK,73101,,2022-05-18,1000.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5345061,CCM,Miller-Meeks For Congress,,,,,,PO Box 33,,Ottumwa,IA,52501,,2022-05-18,1000.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5345051,CCM,LOU CORREA FOR CONGRESS,,,,,,P.O. BOX 2229,,SAN MARCOS,CA,92079,,2022-05-18,1000.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5345052,CCM,JIM COSTA FOR CONGRESS,,,,,,2037 W Bullard Avenue,#355,Fresno,CA,93711,,2022-05-18,1000.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
