linenumber,fec_committee_id,transaction_id,entity_type,organization_name,last_name,first_name,middle_name,prefix,suffix,street_1,street_2,city,state,zip_code,election_code,date,amount,purpose,memo_code,memo_text,cycle
SB23,C00121368,5210393,PAC,MAJORITY COMMITTEE PAC--MC PAC,,,,,,P.O. BOX 10134,,Bakersfield,CA,93389,,2022-02-15,5000.0,Contributions to Federal PACS,,Contributions to Federal PACS,2022
SB23,C00121368,5214359,CCM,GRASSLEY COMMITTEE INC,,,,,,PO BOX 1000,,DES MOINES,IA,50304,,2022-02-21,3750.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5210381,CCM,CLOUD FOR CONGRESS,,,,,,PO BOX 7027,,Victoria,TX,77903,,2022-02-15,2500.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5210384,CCM,Mario Diaz-Balart For Congress,,,,,,8724 Sw 72nd St,# 420,Miami,FL,33173,,2022-02-15,2500.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5199930,CCM,MONTANANS FOR TESTER,,,,,,PO BOX 1135,,Helena,MT,59624,,2022-02-15,2500.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5210379,CCM,TEXANS FOR JODEY ARRINGTON,,,,,,PO BOX 6687,,LUBBOCK,TX,79493,,2022-02-15,2500.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5210387,CCM,DREW FERGUSON FOR CONGRESS INC.,,,,,,PO BOX 71067,,Newnan,GA,30271,,2022-02-15,2500.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5210388,CCM,JOSH GOTTHEIMER FOR CONGRESS,,,,,,PO BOX 584,,Ridgewood,NJ,07451,,2022-02-15,2500.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5210389,CCM,KAY GRANGER CAMPAIGN FUND,,,,,,"715 Jones Street, Suite 101",,Fort Worth,TX,76102,,2022-02-15,2500.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5210392,CCM,Lucas for Congress,,,,,,PO Box 1726,,Oklahoma City,OK,73101,,2022-02-15,2500.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5210395,CCM,"MCCAUL FOR CONGRESS, INC",,,,,,"815-A BRAZOS STREET, PMB 230",,AUSTIN,TX,78701,,2022-02-15,2500.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5210397,CCM,AUGUST PFLUGER FOR CONGRESS,,,,,,PO BOX 3530,,San Angelo,TX,76902,,2022-02-15,2500.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5210401,CCM,FRIENDS OF MARK WARNER,,,,,,1751 POTOMAC GREENS DRIVE,,ALEXANDRIA,VA,22314,,2022-02-15,2500.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5210399,CCM,JASON SMITH FOR CONGRESS (P),,,,,,PO BOX 1324,,CAPE GIRARDEAU,MO,63702,,2022-02-15,2000.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5210396,CCM,CAROL FOR CONGRESS,,,,,,1316 12TH STREET,,Huntington,WV,25701,,2022-02-15,1500.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5210400,CCM,BETH VAN DUYNE FOR CONGRESS,,,,,,P.O. BOX 630167,,Irving,TX,75063,,2022-02-15,1500.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5210390,CCM,HERN FOR CONGRESS,,,,,,8630 S PEORIA AVENUE,,Tulsa,OK,74132,,2022-02-15,1500.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5210380,CCM,DR BRIAN BABIN FOR CONGRESS,,,,,,PO BOX 159,,WOODVILLE,TX,75979,,2022-02-15,1500.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5214360,CCM,GRASSLEY COMMITTEE INC,,,,,,PO BOX 1000,,DES MOINES,IA,50304,,2022-02-21,1250.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5214358,CCM,Texans For Ronny Jackson,,,,,,PO Box 53058,,Amarillo,TX,79159,,2022-02-21,1000.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5210394,CCM,MAST FOR CONGRESS,,,,,,PO BOX 3016,,STUART,FL,34995,,2022-02-15,1000.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5210398,CCM,PETE SESSIONS FOR CONGRESS,,,,,,PO BOX 823047,,DALLAS,TX,75382,,2022-02-15,1000.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5210386,CCM,Jake Ellzey for Congress,,,,,,1005 CONGRESS AVENUE,SUITE 400,AUSTIN,TX,78701,,2022-02-15,1000.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5210402,CCM,ROGER WILLIAMS FOR U S CONGRESS COMMITTEE,,,,,,10 N. CADDO ST. PMB #174,,Cleburne,TX,76031,,2022-02-15,1000.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5210382,CCM,DAN CRENSHAW FOR CONGRESS,,,,,,PO BOX 430965,,Houston,TX,77243,,2022-02-15,1000.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
SB23,C00121368,5210391,CCM,FRIENDS OF DUSTY JOHNSON,,,,,,PO BOX 278,,Mitchell,SD,57301,,2022-02-15,1000.0,Contributions to Federal Candidates,,Contributions to Federal Candidates,2022
